Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,30.469472999999997,31.163275,30.35384,31.047642,20.659113,268100
2000-01-03,30.816374,31.163275,30.296021999999997,30.35384,20.197456,595800
2000-01-04,30.064753999999997,30.122571999999998,28.908419,29.42877,19.581917,464900
2000-01-05,29.42877,29.949121,28.734968,29.602221000000004,19.697329999999997,719100
2000-01-06,30.064753999999997,32.782146000000004,29.42877,31.567992999999998,21.005352,1485100
2000-01-07,31.625809000000004,34.227565999999996,31.163275,33.765034,22.467276000000002,1297000
2000-01-10,32.37743,32.955597,31.221092,31.683626,21.082296,1052400
2000-01-11,31.452358,32.030529,30.006939000000003,30.238204999999997,20.120523000000002,1260600
2000-01-12,30.52729,31.278908,30.296021999999997,30.758556,20.466759,1592400
2000-01-13,30.585106,31.452358,30.52729,30.52729,20.312872,479900
2000-01-14,30.52729,30.816374,29.833488,29.949121,19.928162,1283600
2000-01-18,29.717854,29.949121,28.445883000000002,28.5037,18.966375,1050000
2000-01-19,29.139684999999997,29.25532,28.388067,28.561518,19.004852,880300
2000-01-20,28.33025,28.33025,27.520815000000002,27.636447999999998,18.389302999999998,648000
2000-01-21,28.677151000000002,28.966234000000004,26.364477,26.769196,17.812233,998600
2000-01-24,28.445883000000002,28.445883000000002,27.173914,27.925531,18.581659,1053500
2000-01-25,27.983349,28.908419,27.520815000000002,28.734968,19.120260000000002,1620900
2000-01-26,28.214616999999997,29.197502000000004,27.636447999999998,29.139684999999997,19.389559,1079500
2000-01-27,28.561518,28.850601,28.156799,28.561518,19.004852,636900
2000-01-28,28.33025,28.33025,26.827011,27.57863,18.350838,930900
2000-01-31,27.809897999999997,27.809897999999997,27.23173,27.405179999999998,18.235418,755100
2000-02-01,27.405179999999998,28.561518,27.289547,28.33025,18.850962,717300
2000-02-02,28.33025,28.5037,27.809897999999997,28.098982,18.697079000000002,847000
2000-02-03,28.098982,28.734968,28.098982,28.445883000000002,18.927906,583800
2000-02-04,28.677151000000002,28.677151000000002,28.272432000000002,28.561518,19.004852,475400
2000-02-07,28.561518,28.677151000000002,28.214616999999997,28.5037,18.966375,542300
2000-02-08,28.098982,28.561518,27.809897999999997,27.925531,18.581659,472100
2000-02-09,27.57863,27.752081,26.480109999999996,26.480109999999996,17.619877,878200
2000-02-10,26.769196,26.769196,25.497225,25.959759,17.273638000000002,876400
2000-02-11,25.959759,26.248844000000002,24.514339,24.919056,16.581158,720200
2000-02-14,25.439407,26.537928000000004,25.208141,26.537928000000004,17.658348,628700
2000-02-15,26.769196,27.462996999999998,26.017576000000002,26.827011,17.85071,665200
2000-02-16,26.769196,27.058279,25.844126,25.901943,17.235174,544400
2000-02-17,26.248844000000002,26.769196,25.439407,26.364477,17.542935999999997,433400
2000-02-18,26.133209,26.191027,24.572155,25.034691,16.658098000000003,487600
2000-02-22,24.572155,26.191027,24.572155,25.728493,17.119751,824200
2000-02-23,25.901943,25.959759,25.092506,25.150323999999998,16.735035,512500
2000-02-24,25.150323999999998,25.323774,24.109621,24.398705,16.234904999999998,1063100
2000-02-25,24.629972,24.745604999999998,24.051804,24.167439,16.081026,1118100
2000-02-28,24.398705,24.86124,23.993986,24.167439,16.081026,520200
2000-02-29,23.993986,24.456522,23.704903,23.820535999999997,15.8502,1049600
2000-03-01,23.820535999999997,24.167439,23.415819,23.993986,15.965610999999999,2037900
2000-03-02,23.993986,24.051804,23.531451999999998,23.589270000000003,15.696307000000001,1232000
2000-03-03,23.589270000000003,24.86124,23.589270000000003,24.340889,16.196436,2816800
2000-03-06,24.109621,24.109621,23.011101,23.415819,15.580895000000002,998500
2000-03-07,23.184551000000003,23.300183999999998,22.028215,22.375116000000002,14.888410999999998,1115000
2000-03-08,22.143848000000002,23.126734,21.276595999999998,22.953283,15.273124,1725600
2000-03-09,22.375116000000002,24.109621,22.143848000000002,22.953283,15.273124,790700
2000-03-10,23.358002,23.820535999999997,22.548567000000002,23.068918,15.35007,545300
2000-03-13,22.779833,23.068918,21.970398,22.83765,15.196181,1041000
2000-03-14,22.83765,23.300183999999998,22.259481,23.011101,15.3116,1068100
2000-03-15,23.068918,25.786308,22.895468,25.323774,16.850456,2318300
2000-03-16,25.555042,28.041165999999997,25.555042,27.462996999999998,18.273889999999998,1590300
2000-03-17,27.405179999999998,27.462996999999998,25.034691,25.497225,16.965864,996600
2000-03-20,25.555042,26.653561,25.555042,25.901943,17.235174,860300
2000-03-21,25.670675,26.422295000000002,25.323774,26.364477,17.542935999999997,867100
2000-03-22,25.670675,25.728493,24.167439,25.034691,16.658098000000003,895200
2000-03-23,25.555042,26.711378000000003,25.439407,26.191027,17.427526,904200
2000-03-24,25.670675,26.942646000000003,25.670675,26.769196,17.812233,1072300
2000-03-27,26.364477,26.422295000000002,25.786308,25.844126,17.196693,631000
2000-03-28,25.786308,26.827011,25.786308,25.959759,17.273638000000002,703000
2000-03-29,25.844126,26.595745,25.497225,26.306659999999997,17.504467,883100
2000-03-30,26.364477,27.116096000000002,25.901943,26.595745,17.809545999999997,1030700
2000-03-31,26.711378000000003,27.752081,26.306659999999997,26.306659999999997,17.615969,1029100
2000-04-03,26.537928000000004,28.214616999999997,26.537928000000004,27.867715999999998,18.66131,876300
2000-04-04,28.214616999999997,28.33025,26.827011,27.520815000000002,18.42901,910500
2000-04-05,27.57863,28.677151000000002,27.23173,27.462996999999998,18.390293,850200
2000-04-06,27.347364000000002,28.156799,26.942646000000003,27.347364000000002,18.31286,502100
2000-04-07,27.23173,27.462996999999998,26.827011,27.058279,18.119284,479900
2000-04-10,27.116096000000002,27.925531,26.827011,27.23173,18.235426,388600
2000-04-11,27.23173,28.966234000000004,27.23173,28.619333,19.164623000000002,809600
2000-04-12,29.024052,30.122571999999998,28.908419,29.313135,19.629217,1170600
2000-04-13,29.024052,29.544403000000003,27.809897999999997,27.809897999999997,18.622591,694200
2000-04-14,27.809897999999997,28.156799,26.595745,26.769196,17.925697,879200
2000-04-17,26.884828999999996,27.752081,26.769196,27.636447999999998,18.506447,1105300
2000-04-18,27.636447999999998,27.636447999999998,26.248844000000002,27.173914,18.196716000000002,843100
2000-04-19,27.23173,27.520815000000002,25.497225,25.786308,17.267523,823500
2000-04-20,25.728493,28.098982,25.728493,27.636447999999998,18.506447,1044500
2000-04-24,26.827011,30.006939000000003,26.827011,29.197502000000004,19.55179,1282000
2000-04-25,29.602221000000004,30.52729,28.792784,30.296021999999997,20.287395,1417000
2000-04-26,28.677151000000002,30.064753999999997,28.272432000000002,28.5037,19.087193,1107000
2000-04-27,28.156799,29.313135,27.809897999999997,28.445883000000002,19.048470000000002,625600
2000-04-28,27.752081,29.024052,27.752081,28.734968,19.242058,753400
2000-05-01,28.5037,29.660035999999998,28.041165999999997,29.197502000000004,19.55179,657200
2000-05-02,28.966234000000004,29.833488,28.850601,29.660035999999998,19.861523000000002,1203800
2000-05-03,29.25532,29.25532,28.214616999999997,28.272432000000002,18.93232,533200
2000-05-04,29.081869,29.544403000000003,28.619333,28.677151000000002,19.203346,509400
2000-05-05,28.214616999999997,29.42877,28.214616999999997,29.024052,19.435631,460700
2000-05-08,28.908419,29.139684999999997,28.619333,28.908419,19.358194,653000
2000-05-09,28.677151000000002,28.792784,28.041165999999997,28.041165999999997,18.777454000000002,1648900
2000-05-10,28.156799,29.370953000000004,28.156799,28.850601,19.31949,1003600
2000-05-11,30.52729,32.37743,30.411655,32.146159999999995,21.526320000000002,2952200
2000-05-12,30.989824,33.302498,30.700740999999997,33.071232,22.145789999999998,1645400
2000-05-15,31.914894,33.013412,31.625809000000004,32.203979,21.565041,830400
2000-05-16,32.839962,32.839962,31.163275,31.510176,21.100443,562700
2000-05-17,31.510176,32.435246,31.336725,31.683626,21.216593,907200
2000-05-18,31.683626,32.608696,31.683626,32.348473,21.661797,540300
2000-05-19,32.146159999999995,33.591583,32.088345000000004,33.302498,22.30065,808800
2000-05-22,33.533764,34.458836,33.475947999999995,33.851711,22.668428,894700
2000-05-23,33.880665,36.135521000000004,33.591583,35.730804,23.926735,1397700
2000-05-24,35.846439000000004,35.904255,33.938484,34.516651,23.113692999999998,1209700
2000-05-25,34.227565999999996,34.574467,32.37743,32.897781,22.029633999999998,953900
2000-05-26,32.37743,32.493061,30.52729,31.857077,21.332739,789100
2000-05-30,31.914894,32.203979,30.874190999999996,32.030529,21.448889,566800
2000-05-31,32.493061,32.955597,32.030529,32.030529,21.448889,577900
2000-06-01,32.030529,33.707214,31.510176,33.591583,22.494234,563200
2000-06-02,33.591583,34.979186999999996,33.302498,33.707214,22.571671,769100
2000-06-05,33.765034,33.938484,33.244682,33.302498,22.30065,433300
2000-06-06,32.839962,33.302498,32.261795,32.55088,21.79734,517700
2000-06-07,32.146159999999995,32.608696,31.799259000000003,31.914894,21.37146,563400
2000-06-08,31.799259000000003,31.799259000000003,30.874190999999996,31.221092,20.906864000000002,789100
2000-06-09,31.336725,31.625809000000004,30.932007000000002,31.221092,20.906864000000002,731100
2000-06-12,32.030529,33.129047,31.047642,31.163275,20.868141,718400
2000-06-13,31.914894,32.030529,31.105457,31.163275,20.868141,704400
2000-06-14,31.047642,32.37743,31.047642,31.857077,21.332739,554600
2000-06-15,32.724331,32.839962,31.452358,32.203979,21.565041,1170800
2000-06-16,31.683626,32.203979,31.047642,32.146159999999995,21.526320000000002,748500
2000-06-19,32.088345000000004,32.37743,31.278908,31.567992999999998,21.139162,908200
2000-06-20,31.336725,31.452358,28.792784,29.833488,19.977669,1711500
2000-06-21,29.486586,29.486586,28.33025,28.908419,19.358194,926700
2000-06-22,28.966234000000004,29.370953000000004,28.388067,29.081869,19.474356,752400
2000-06-23,29.197502000000004,29.775671000000003,28.619333,28.677151000000002,19.203346,573100
2000-06-26,29.25532,29.486586,28.33025,28.792784,19.280767,1397400
2000-06-27,29.024052,31.336725,28.908419,30.700740999999997,20.558414000000003,608100
2000-06-28,30.180389,31.567992999999998,29.370953000000004,30.787418,20.616460999999997,599700
2000-06-29,29.833488,30.816374,28.850601,30.238204999999997,20.364948000000002,560000
2000-06-30,29.660035999999998,30.006939000000003,28.33025,28.5037,19.196776999999997,1119000
2000-07-03,28.561518,28.966234000000004,28.388067,28.792784,19.391474,921600
2000-07-05,29.25532,29.313135,28.677151000000002,29.081869,19.586168,878400
2000-07-06,29.313135,29.313135,28.214616999999997,28.561518,19.235718,938400
2000-07-07,28.677151000000002,28.792784,27.752081,27.983349,18.846331,612300
2000-07-10,27.752081,28.5037,27.289547,27.694265,18.651638000000002,1004400
2000-07-11,27.462996999999998,28.214616999999997,27.058279,28.214616999999997,19.00209,1487200
2000-07-12,27.983349,28.098982,27.462996999999998,27.867715999999998,18.768452,960300
2000-07-13,28.214616999999997,28.734968,28.041165999999997,28.561518,19.235718,1064500
2000-07-14,28.33025,29.139684999999997,28.041165999999997,29.081869,19.586168,2501000
2000-07-17,29.602221000000004,29.775671000000003,28.33025,28.5037,19.196776999999997,959200
2000-07-18,28.445883000000002,28.677151000000002,27.983349,28.098982,18.924210000000002,526700
2000-07-19,28.041165999999997,28.445883000000002,27.462996999999998,27.694265,18.651638000000002,545200
2000-07-20,28.677151000000002,29.139684999999997,28.041165999999997,28.156799,18.963148,1660300
2000-07-21,28.445883000000002,30.180389,28.33025,29.081869,19.586168,1731000
2000-07-24,29.949121,29.949121,28.966234000000004,29.602221000000004,19.936625,938400
2000-07-25,29.775671000000003,30.932007000000002,29.544403000000003,30.180389,20.325998000000002,1257800
2000-07-26,30.52729,30.874190999999996,30.006939000000003,30.180389,20.325998000000002,1106200
2000-07-27,29.949121,31.452358,29.949121,30.469472999999997,20.520699,1150700
2000-07-28,30.296021999999997,31.105457,30.122571999999998,30.52729,20.559635,673500
2000-07-31,30.585106,31.394543,30.585106,30.874190999999996,20.793266,540800
2000-08-01,30.874190999999996,31.105457,30.700740999999997,30.874190999999996,20.793266,356500
2000-08-02,30.52729,30.874190999999996,30.35384,30.758556,20.715389000000002,772300
2000-08-03,30.585106,31.567992999999998,30.585106,31.452358,21.182651999999997,653400
2000-08-04,31.452358,31.567992999999998,31.105457,31.452358,21.182651999999997,615400
2000-08-07,30.989824,31.857077,30.989824,31.625809000000004,21.299464999999998,682100
2000-08-08,31.683626,31.97271,31.221092,31.914894,21.494162,507700
2000-08-09,32.261795,32.55088,31.625809000000004,32.030529,21.572039,430600
2000-08-10,32.261795,32.37743,31.336725,31.683626,21.338404,369800
2000-08-11,31.452358,32.897781,31.452358,32.493061,21.883549,445300
2000-08-14,32.37743,33.186863,31.799259000000003,33.071232,22.272942999999998,508000
2000-08-15,32.724331,33.186863,31.914894,33.013412,22.234001,453400
2000-08-16,33.013412,33.591583,32.839962,33.475947999999995,22.545509,410500
2000-08-17,33.244682,34.227565999999996,33.013412,34.16975,23.012777,530100
2000-08-18,34.16975,34.16975,32.724331,32.955597,22.195063,597300
2000-08-21,32.897781,33.186863,32.319611,32.955597,22.195063,383700
2000-08-22,32.897781,33.013412,32.146159999999995,32.955597,22.195063,378500
2000-08-23,33.302498,34.343201,32.839962,34.054115,22.9349,909400
2000-08-24,33.880665,34.747917,33.822849,34.516651,23.246405,765100
2000-08-25,34.747917,34.979186999999996,34.401016,34.690102,23.363228,546100
2000-08-28,34.632286,34.979186999999996,34.632286,34.690102,23.363228,528300
2000-08-29,34.863552,35.210453,34.690102,34.979186999999996,23.557919000000002,589200
2000-08-30,34.747917,34.921368,34.111934999999995,34.16975,23.012777,367200
2000-08-31,33.765034,34.111934999999995,33.533764,33.606014,22.633106,700800
